index,BuildingRatingDesc,BuildingClassDesc,StreetAddress,Quadrant,City,State,PostCode,Latitude,Longitude,MinRent,MaxRent,NumBedsMin,NumBedsMax,NumBathsMin,NumBathsMax,UnitMinSqFt,UnitMaxSqFt,NUMUNITS,MinLeaseTermsMonths,MaxLeaseTermsMonths,IsShortTermLeaseAvailableFlag,AYB,EYB,YR_RMDL,STORIES,GBA,LotSqFtTotal,Rooms-Kitchen,Rooms-Heating,Rooms-Range,Rooms-Refrigerator,Rooms-Oven,Rooms-Air Conditioning,Building-Elevator,Rooms-Wheelchair Accessible (Rooms),Building-Laundry Facilities,Rooms-Hardwood Floors,Rooms-Tub/Shower,Rooms-Cable Ready,Rooms-Dishwasher,Building-Property Manager on Site,Building-Fitness Center,Building-Doorman,Rooms-Stainless Steel Appliances,Building-Controlled Access,Rooms-Microwave,Building-Concierge,Rooms-Washer/Dryer,Rooms-Granite Countertops,Rooms-Balcony,Rooms-Views,Building-24 Hour Availability,Rooms-High Speed Internet Access,Building-Maintenance on site,Building-Security System,Rooms-Vaulted Ceiling,Building-On-Site Retail,Building-Bike Storage,Rooms-Walk-In Closets,Building-Courtyard,Rooms-Storage Units,Building-Pool,Building-Storage Space,Rooms-Tile Floors,Building-Rooftop Lounge,Building-Gameroom,Building-Package Service,Building-Lounge,Rooms-Fireplace,Building-Sundeck,Building-Playground,Building-Clubhouse,Rooms-Intercom,Rooms-Smoke Free,Rooms-Disposal,Rooms-Eat-in Kitchen,Building-Dry Cleaning Service,Rooms-Freezer,Rooms-Carpet,Building-Business Center,Building-Vintage Building,Building-Video Patrol,Rooms-Dining Room,Building-Spa,Building-Media Center/Movie Theatre,Building-Sauna,Building-Grill,Building-Recycling,Rooms-Wi-Fi,Building-Laundry Service,Rooms-Patio,Rooms-Deck,Building-Car Charging Station,Rooms-Window Coverings,Building-Breakfast/Coffee Concierge,Building-Pet Play Area,Rooms-Crown Molding,Building-Maid Service,Building-Basketball Court,Rooms-Office,Building-Gated,Building-Cardio Machines,Rooms-Pantry,Rooms-Bay Window,Building-Free Weights,Building-Furnished Units Available,Rooms-Garden,Rooms-Ceiling Fans,Building-Online Services,Rooms-Washer/Dryer Hookup,Rooms-Sprinkler System,Rooms-Alarm,Building-Waterfront,Rooms-Double Pane Windows,Building-Multi Use Room,Building-Trash Pickup - Curbside,Building-Weight Machines,Rooms-Ice Maker,Building-Library,Building-Health Club Facility,Building-Picnic Area,Building-Planned Social Activities,Building-Walking/Biking Trails,Rooms-Basement,Rooms-Double Vanities,Rooms-Satellite TV,Rooms-Linen Closet,Building-Trash Pickup - Door to Door,Building-Pet Care,Building-Renters Insurance Program,Rooms-Yard,Building-Fitness Programs,Note
1490,3 Star,C,1020 N Quincy St,,Arlington,VA,22201,38.8838242,-77.1090534,1600,2700,0,2,1,2,520,1008,202,,,,,,,10,192500,168647,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Our 10-story, 202-unit property was constructed in 1964 and has recently undergone extensive renovations. With just 4 blocks to Ballston & Virginia Square Metro stations, you have easy access to it all  including downtown DC in minutes!"
1491,4 Star,B,5405 Tuckerman Ln,,North Bethesda,MD,208527301,39.0301428,-77.1081639,1577,3371,1,3,1,2,631,1693,473,,,,,,,9,615368,3933468,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome to ???. Our apartment community in North Bethesda, Maryland, offers one-, two-, and three-bedroom apartments for rent. We invite you to come home to comforts of our convenient apartments. Inside each of our homes you will find an attractive in-home washer and dryer. Let us show you the way to comfort. Inside and out, the apartments for rent at ??? offer you the best in convenient living. Whether you seek a full kitchen or private patio or balcony, we have just what you need. A swimming pool and 24-hour fitness center are also available for your use. Convenience is king at ???. Our 1, 2, and 3 bedroom apartments in North Bethesda are close to public schools and major employers. More than that though, we are also close to a variety of attractions and activities. Schedule a tour of ??? today to learn more about convenient apartments for rent in North Bethesda."
1492,3 Star,C,3200 Curtis Dr,,Temple Hills,MD,20748,38.8468835,-76.954037,935,1421,0,2,1,1,465,920,440,,,,,2001,2001,9,298800,425581,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"??? in the Hillcrest Heights neighborhood in Temple Hills, MD offers big and bright studio, 1 and 2 bedrooms apartments. Were at the center of everything you need. Very close to many bus, rail & highway transit options. MetroBus C12 stops here, one block to C14, H11 and H12, and a 10-minute walk to Naylor Rd. MetroRail station (green line). 5 minutes to Suitland Parkway and I-495/I-95. 10 minutes to I-295 and Andrews and Bolling Air Force Base. 15 minutes to DC, the Pentagon, the US Capitol or National Harbor. 5 minutes to Iverson Mall and Marlow Heights Shopping Center, as well as grocery stores and everyday shopping and services. 5 minutes to Hillcrest Heights Recreation Center. Apartment features include a large living area with space for lots of furniture, separate dining area, great storage, large covered balcony or patio, and natural light from large windows (we provide blinds throughout). Gas and electricity is included in your rent  you pay water/sewer. Cats are welcome. Property features include two elevators in each building, large swimming pool with sundeck, trash chute room on each floor, mail delivery and huge central laundry in each building, on-site management office and 24-hour emergency maintenance. For more information and availability, visit www.livetopofthehill.com."
1493,3 Star,B,12151 Ell Ln,,Waldorf,MD,206023501,38.615073,-76.8930441,,,2,2,2,2,1000,1000,32,,,,,,,2,32160,202118,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1494,5 Star,A,2987 District Ave,,Fairfax,VA,220312262,38.86931,-77.231069,1720,2920,0,2,1,2,540,1231,531,,,,2012,,,7,1198582,209232,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"???, located in Merrifield less than a mile from the Dunn Loring Metro (Orange Line), offers thoughtfully designed luxury studio, 1, and 2 bedroom apartment homes, lofts and penthouses. Contemporary kitchens come equipped with Energy Star appliances and granite countertops. Community amenities include a state-of-the-art fitness center, swimming pool, controlled-access garage parking. These apartments in Merrifield not only have excellent amenities but are also local to the best Fairfax County has to offer. Within walking distance is 7 blocks of retail, restaurants, parks and entertainment including, Anthropologie, Neiman Marcus Last Call Studio, South Moon Under, Matchbox Pizza, Cyclone Anaya, Taylor Gourmet, CAVA, Sweetgreen, Target, Moms Organic Grocery, Red Apron and many more!"
1495,4 Star,A,12001 Market St,,Reston,VA,20190,38.957963,-77.362453,,,0,0,,,,,200,,,,,,,4,196384,93654,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1496,2 Star,C,1249 Eaton Rd SE,SE,Washington,DC,200205841,38.8589088,-76.9976595,,,0,2,,,,,13,,,,,,,3,11532,12907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,2 Star,C,725 24th St NW,NW,Washington,DC,20037,38.8987159,-77.0511967,,,0,1,1,1,500,750,140,,,,,,,9,75250,2577,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
1498,2 Star,C,4301 23rd Pky,,Temple Hills,MD,20748,38.8298545,-76.9578589,997,1625,0,3,1,2,455,1245,260,,,,,,,11,310640,277477,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"??? and Anton House located in the Hillcrest Heights neighborhood in Temple Hills, MD offers studio, 1, 2 and 3 bedroom apartments. Were at the center of everything you need. Public transit as at your doorstep  MetroBus H11 and H12 stop at ??? and just 5 minutes to the Naylor Road MetroRail station (green line). 5-10 minutes to Suitland Parkway, I-495/I-95, I-295, Suitland Federal Center and Census Bureau. 15 minutes to the Pentagon, US Capitol, National Harbor, and Joint Base Bolling & Andrews Air Force Base. And in the neighborhood youll find great schools, grocery stores, shopping, parks and recreation. Apartment features include a large living area with room for lots of furniture, separate dining area, patio and balcony available in some apartments, wonderful natural light from large windows (we provide blinds throughout), and central heat & air conditioning. Gas and electricity are included in your rent  you pay water/sewer. Cats are welcome. Property features include a relaxing pool with sundeck at ??? for residents of both communities, welcoming lobbies, telephone entry system, big central laundry and mail delivery in each building, on-site management and 24-hour emergency maintenance. For more information and availability, visit www.iversontowers-antonhouse.com."
1499,3 Star,B,900 Fountainhead Ln,,Martinsburg,WV,25401,39.4437005,-77.9782877,,,1,2,1,1,674,820,80,,,,,,,2,78702,236156,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1500,3 Star,B,1700 Harvard St NW,NW,Washington,DC,20009,38.9268775,-77.0404132,1450,2246,0,2,1,2,415,1213,89,12,12,,,,,7,86709,15982,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enjoy city living with the benefits of a peaceful serene setting with mature trees. Walk to the restaurants and bars of Adams Morgan and enjoy a large apartment with beautiful hardwood floors. You will not only love this location but these apartments homes are truly a great find! Enjoy the benefits of having all utilities included, telephone entry system, package acceptance, laundry facility, covered parking, high speed internet access and so much more!"
1501,5 Star,A,880 New Jersey Ave SE,SE,Washington,DC,20003,38.8795447,-77.0045454,1880,4895,0,3,1,2,475,1786,429,,,,2012,,,13,400000,121480,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1502,4 Star,A,4201 Jefferson Oaks Cir,,Fairfax,VA,220334065,38.860668,-77.365025,1388,3398,1,2,1,2,589,1081,181,,,,,,,3,167359,272424,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,???To live at ??? is to enjoy the traditional comforts of an elegant home and the refined convenience of a stylish community. The apartment homes at ??? offer all the charm of yesterday with the amenities demanded by today's fast-paced lifestyles.
1503,2 Star,C,4137 Wadsworth Ct,,Annandale,VA,22003,38.835955,-77.204067,1193,2726,1,3,1,1,750,1100,388,,,,,,,3,415368,917138,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome to Fairmont Gardens Renting at its best in Annandale Live in one of the most comfortable apartments in Annandale, VA and surround yourself with beautiful landscaping, thoughtfully-designed apartment homes, and enjoyable community amenities. Located near the I-495 and Little River Turnpike, Fairmont Gardens is a short walk to the Annandale Community Park and just minutes away from Cinema Arts Theatres as well as all of the shopping, dining and entertainment that nearby Washington, DC has to offer. Fairmont Gardens offers residents unique one, two, or three-bedroom apartment homes in addition to exclusive amenities such as a Community BBQ Area, Playground, Patios and Balconies, a Swimming Pool and Wading Pool. Fairmont Gardens is also conveniently located by main highways, the Beltway and public transportation to get you where you want to be. Take a swim in our sparkling swimming pool, stroll through the lushly landscaped and meticulously maintained community, or spend the day out and about in nearby Washington, DC. If youre looking to live in Annandale, VA and want to experience the perks of a wonderful apartment home in a convenient location, Fairmont Gardens is the place for you. You deserve the very best in apartment living and at Fairmont Gardens, youre living in a city of excitement, but a neighborhood of tranquility."
1504,4 Star,A,4400 Telfair Blvd,,Camp Springs,MD,207465217,38.8299252,-76.9103289,976,2725,1,3,1,2,574,1441,291,,,,,,,5,293748,446054,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"At ??? DC apartments near the Metro, you can choose from a variety of one-, two- and three-bedroom floor plans to find your ideal home. Each unit includes generous features that maximize your space, from 9-foot ceilings and walk-in closets to private patios or balconies that welcome the outdoors to your roomy layout. Plus, with premium amenities such as granite/quartz counter tops and stainless steel appliances, you can rest assured that your living space is designed for the ultimate in comfort and convenience. Discover happiness at home each day when you choose ???."
1505,2 Star,C,1800 16th St N,N,Arlington,VA,22209,38.89153,-77.079434,1395,1750,0,1,1,1,450,750,80,,,,,,,3,54000,17163,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Walk to Courthouse and Rosslyn Metro.
Walk to Georgetown Shuttle, Supermarket, Dinning, Movies.
Affordable Studio, Jr. One Bedroom & One Bedroom Rental Apartments In Courthouse/Rosslyn Area of Arlington, Virginia.
??? Is Family Owned & Operated. Some units with central heat/AC.
Updated units.
Our Apartment Homes Are Great For Students, Singles & Couples."
1506,4 Star,B,508 Pride Ave,,Herndon,VA,20170,38.965882,-77.388256,1990,2943,2,3,2,3,1264,1457,216,,,,,,,3,349520,529345,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"??? offers luxurious living and so much more. Unlike other apartment communities, the Townes features roomy two and three bedroom townhomes with attached car garages and private driveways. Look forward to coming home every day as you'll have privacy and space in your own townhome. Our beautiful townhomes feature traditional and upgraded interiors offering a modern, unique feel and luxury finishes including stainless steel appliances and polished black quartz countertops, ample cabinets space with pantries, and a hardwood plank flooring throughout the kitchen, living, and dining area. These Herndon townhomes feature many community amenities you'll surely appreciate. The spacious Off-The-Leash dog park in these pet-friendly townhomes in Herndon will make your four-legged friends feel right at home. The two-story clubhouse features a large room for party space and a 24-hour fitness center with ample cardio equipment. There's also a gorgeous oversized swimming ..."
1507,4 Star,B,1448 Harvard St NW,NW,Washington,DC,20009,38.9261107,-77.0342357,,,1,2,1,2,720,1100,6,,,,,2013,2013,3,4593,2901,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1508,4 Star,A,2551 Cornelia Rd,,Herndon,VA,20171,38.944718,-77.412913,1490,3898,1,3,1,2,760,1581,440,,,1,,,,4,462000,815879,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Ashford Meadows is located in Herndon, Virginia, conveniently in close proximity to Reston, Fairfax and Washington, DC. Filled with luxuries, apartment features include a washer and dryer in each home, a frost-free refrigerator, ice maker, gas cooking, ceiling fans, private patio or balcony, dishwasher, fireplace and an optional loft. Short-term leases are also available. The apartment community also offers cable/satellite TV, accommodation for pets of all sizes, a playground, business center car wash area, and storage units available for rent. Open parking and garages are also available. ??? offers its own state-of-the-art fitness center and clubhouse for entertaining, swimming pool and a sand volleyball court. Your pets will feel right at home as ??? is a pet-friendly community. ??? is conveniently located off of Centerville Road, just minutes from the major entertainment venues in the city. Call today and ask about specials for new renters!???"
1509,2 Star,C,3800-3806 S Capitol St SE,SE,Washington,DC,200321417,38.8350738,-77.0073524,,,1,1,1,1,576,898,40,,,,,,,3,32109,22429,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1510,3 Star,B,1653 Anderson Rd,,McLean,VA,221021620,38.923788,-77.20231,2375,2425,1,4,1,2,815,1677,450,,,,,,,3,526795,2840029,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"All the space you need, at the place you want: McLean. Time to find your own space? Come to ???. Here you'll find a space that's uniquely yours, newly renovated and stylish, great for showing off at your next party. An uncrowned space that's spread out amongst 40 acres of tree-filled gardens. Yet a space that's in the heart of McLean life, blocks from Fortune 500 companies. Choose from 15 amazingly spacious floor plans with one to four bedrooms, some on two levels. Spread out in oversized rooms; fill up oversized closets. Make it your space."
1511,3 Star,B,9039 Sligo Creek Pky,,Silver Spring,MD,20901,39.0041694,-77.0136748,,,0,0,,,,,255,,,,,,,17,255000,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1512,3 Star,B,301 N Beauregard St,,Alexandria,VA,22312,38.8197855,-77.1382638,,,0,0,,,,,314,,,,,,,15,411345,287496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1513,3 Star,B,1711 8th St NW,NW,Washington,DC,200013163,38.9129161,-77.0230839,1775,2550,1,3,1,1,574,789,122,,,,,,,3,114273,64569,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Here at ???, youll find a northwest Washington DC apartment home designed for those who seek more than convenience. ??? boasts high quality living in an accessible location. Steps away from the Green Line Metro, you will find our sophisticated community right in the heart of downtown DC. Nestled in Mt. Vernon Square, Heritage at Shaw is in the up and coming NW DC neighborhood you desire, with all the modern features you need. Full of character, comfort and style, we don't miss a beat."
1514,2 Star,C,45882 Chancellors Run Ct,,Great Mills,MD,206342393,38.253637,-76.4885049,709,747,1,2,1,1,592,722,40,,,,,,,2,38598,171422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,5 Star,A,113 Ellington Blvd,,Gaithersburg,MD,20878,39.115658,-77.205121,1574,2822,0,3,1,2,524,1443,538,,,,2013,,,4,502000,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Experience the ultimate in services and amenities at ??? apartments in Gaithersburg, MD. Adjacent to the shopping, dining and nightlife of Downtown Crown including Harris Teeter, Starbucks and LA Fitness. Resident amenities include state-of-the-art fitness, outdoor pool and five stunning courtyards."
1516,3 Star,C,6024 Surrey Square Ln,,District Heights,MD,207472912,38.84787,-76.90049,1101,2095,1,4,1,2,519,1522,418,,,,,,,3,552261,742659,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Convenience is at your doorstep at ??? apartments in Forestville, Prince Georges County, located on Pennsylvania Avenue near Penn Mar Shopping Center and Penn Station Center. Our location is also just minutes from the attractions of the surrounding Washington D.C. area and is ideal for employees of nearby Andrews Air Force Base, UPS, Verizon, Maryland Hospital Center and the U.S. Census Bureau and students and faculty of Samuel P. Massey, one of the top rated schools in PG County. We have easy access to where you need to go via the Capital Beltway and Maryland Route 4, and bus stops at the front of our community, including a Metrobus that takes you directly to the nearby Suitland Metro station and beyond! Not only do we allow cats, but our pet fees are among the lowest around. Your home is waiting at ??? apartments!"
1517,3 Star,B,6129 Leesburg Pike,,Falls Church,VA,220412177,38.8579635,-77.1450254,1300,2575,0,3,1,2,559,1333,279,3,12,,,,,12,258000,545807,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Welcome home to ???! Live and enjoy 12-gorgeously manicured acres, 40-foot water fountain, huge swimming pool with Jacuzzi, lighted tennis court, mini-basketball court, fitness center with TVs, social room with billiards and large TVs, business center, picnic area with grills, tot lot, card-operated laundry facilities on each floor, controlled building access, resident activities, and much more! Plus, convenience is key when you can hop on a bus to Metro and downtown DC right at your front door"
